TCO
VTTI
TDW
AFG
MSK
EIG
BG
LMHA
NAZ
DQ
KN
TEX
DSM
KKR
VER
TVPT
HSY
TTI
SBNA
TCCB
SYX
AEK
VPV
FSS
C
MS
GYB
BEL
STAR
BAP
THS
FLY
HRS
GXP
FLOW
KRC
MHNC
LLL
GBX
ABRN
GJR
SCM
DRII
WRI
MOH
NBB
QSR
KR
JSD
NOMD
AFT
KFS
KRO
AIF
BOXC
AMRE
MYCC
LDP
SQM
NNY
JTD
AIY
MOV
SSS
TM
EQY
FBC
JFR
PF
GDV
GLOB
CBB
RBS
UNP
REXR
MHF
WRB
AKS
SGF
STAR
NEE
OIS
NMY
AVV
SCHW
ESS
PFD
CIT
MATX
ASB
CABO
MWA
AGM
BLH
STL
EVHC
TD
WFC
JONE
REN
OSG
SUP
SBS
CRD
BLW
VEC
JW
ABG
DY
MANU
APL
EBS
OC
BUD
NSH
AYR
WM
CRCM
ICL
IVH
GSJ
EVTC
CAH
CINR
PUK
SM
ESE
AMP
SR
EDR
YUME
ELP
NUM
DPZ
SWX
FLO
ANFI
NID
CC
ENLK
MIXT
RMP
CDR
C
NUE
GDV
SEE
SDLP
OFG
RY
NYT
RGP
HPQ
PFH
SEAS
EOI
EXCU
KSS
TOO
M
VMC
CFX
GLF
BBT
HPE
MAS
BGR
TCRX
RNE
KSU
CSH
WSO
DTV
PRA
GER
CIVI
STT
TDS
DB
JPM
HTZ
STAG
WG
AGCO
MUS
MTN
MSP
PGN
DHT
MJN
ASX
NOV
AMG
MKL
FNFV
SUM
WSR
BIE
KIM
KST
AMH
CMS
HPP
BFS
LTM
TAHO
SLW
WU
DLNG
NBL
NFG
CFC
FBHS
BYD
V
CPE
NWL
NRZ
SLG
APD
GPN
VER
PDM
STZ
MUX
PNM
FCH
BBL
AGO
CELP
VGR
SSW
LAD
SSD
SSWN
AIT
FELP
DEA
TYG
ORAN
SFL
NSC
DCM
CLA
TDA
FNF
FHN
TEL
NKX
NRE
SYT
ANF
TKF
TNP
INGR
YOKU
IDT
TRNO
STR
TDJ
VVR
LADR
HLS
BSX
DTK
PJS
JHP
DEG
CJES
HPY
PES
OB
RAS
MWW
ETM
SUNE
AGRO
RL
DRC
USB
SB
NKG
KMX
PGP
HRTG
KRC
ES
PRLB
MCY
TMH
YDKN
RGC
VLRS
JGW
BNY
ANTX
NM
IPL
GJS
SDRL
CEM
RDS
KND
GZT
MEI
XOM
AVD
OPY
NFX
OCN
ELS
ENH
ABC
EFR
CSTM
SN
IGA
RBA
AHC
Y
SUI
ENH
AGO
PGZ
MWR
TCK
BAF
EQT
TGP
WOR
BXLT
JRO
GDO
ZAYO
GIB
DLR
CNO
TLN
GRO
ECR
BAC
DTF
GVA
KAP
IVR
FCH
X
KFH
NC
VLY
NOC
GMED
EGO
HIO
MTL
OMC
UMC
DLR
EXTN
WFC
CNP
JMT
PGND
D
DGI
NEA
BNJ
CTAA
CHA
NSR
GIMO
AVK
AFSI
EPC
MS
MHY
TLRD
AXTA
BID
ERF
VAL
HCN
KIM
NAT
PFE
DRL
WLKP
W
BRSS
BBF
PNX
OFG
EVH
KEF
EAA
TFX
DCA
PSA
FAM
VNO
PGH
AFW
GMT
TRQ
MHN
PEP
WTR
NLY
OAK
GIM
UVE
PAYC
RKUS
HL
CBT
UNVR
SBY
ESV
TPL
GS
BAH
NOK
WFC
CPN
T
BIG
DECK
RMAX
HE
BWC
CIEN
QUOT
BLX
CBS
GDV
VIV
MTT
CCU
AFSI
ZF
AP
PFX
NQP
EW
GRAM
GM
MIG
RNR
RJD
WRI
HGG
ESS
BOI
CNS
KYN
WIA
CTW
BST
NORD
UBA
PPR
PHT
BAC
RHT
MLI
SOJA
MXF
FMD
FET
LPL
ESL
GFI
ARH
CFI
KGC
UA
UTI
GOL
ST
GNC
AF
MTRN
EVF
BBK
C
TDE
ALP
TLI
CMRE
RACE
SJW
SUI
MSD
HUSI
KODK
MYJ
SAN
BWXT
RTN
AXR
MET
YPF
C
CXH
HZN
FRO
JMLP
NTT
YYN
DCUC
PKI
CTR
TANO
LCI
CAL
PAR
CUBI
KAMN
APLE
HTGC
BSL
PHK
CYS
SON
ALV
CWT
MS
CCO
TDI
RTI
ALEX
OIA
CRL
VMEM
PL
TRU
WIT
AXLL
TDG
ACP
DKL
COF
NLS
YRD
PAM
CMS
XHR
CBU
BAC
DDR
SBH
NLY
USPH
MN
LXK
CPGX
TYC
MTH
GGT
EPE
NCT
RATE
NEE
SZC
VVI
SPR
NCI
GNE
IBM
DDR
ARW
HIX
ENO
SFE
RIGP
ALP
TE
NWE
JBL
HDY
ISG
BHLB
HZN
HRB
GS
STWD
TJX
JP
EQCO
BAC
BBN
EVN
DVA
CTZ
UBS
DEI
LGI
SPA
KKR
CPB
CODE
STI
FN
EFC
VNCE
RGA
CLDT
CBL
DLX
NMT
EMF
MILL
DSE
SID
CLW
SEMG
FCH
THQ
PBI
SCI
STAG
IRL
DRQ
JPM
GLT
DST
AGO
NRF
CWEI
CCK
ACC
EP
FMS
RIV
THO
HTY
MPC
MTB
CMG
FF
ANR
OFG
VIPS
USM
TTC
ARR
DHF
ADPT
RHP
KSM
EDU
SAR
BFAM
HEQ
BSAC
NDRO
CPPL
RYI
RKT
BCS
ACM
WF
UA
WGP
IVR
NM
MFG
TRP
STAR
SIX
XLS
MS
ABR
MAV
BK
PSA
MRC
BMO
EQC
NKA
BMI
TNP
CBX
GPM
ELX
WY
MLM
STAG
CHK
PL
PVTD
STI
HCI
EBR
EJ
INN
CPF
NTX
PSA
GEB
MILL
CMP
DEO
PCF
COF
AFSS
ZB
MPV
WIW
BFR
VRTV
NOAH
MRIN
SCHW
WPXP
PSA
PEI
NXP
YZC
AIV
FCAM
LNN
ZFC
CIO
CAF
FUR
VOYA
RRD
SRC
DX
RYN
PKO
IL
PSA
ELJ
NTI
FDC
KO
IFN
BGCA
DD
SB
IRM
MAIN
MDT
NAD
VALE
MOG
VTR
TAOM
HCN
NBHC
VALE
JBT
SXCP
TRN
JAX
TS
DEL
RUBI
IX
DNY
COF
PLOW
PRI
MYD
AWI
FMSA
AHT
IBN
AVH
SRV
SJI
PL
MS
LUV
LND
JBR
NEM
MHNA
HCHC
EPD
TRLA
MNR
OEC
JCE
CNI
F
AEB
SFUN
NCT
BUI
FIT
ASB
OI
GCO
NIO
PNR
TCO
TREX
AIZ
KFN
UGP
STI
UFI
GE
BFS
CTB
FCFS
AWK
THGA
BML
SRT
ECT
GHM
BK
CDE
KW
BP
NRT
CBZ
NE
NBR
CUK
LNT
FNB
BSE
ORI
CAJ
PBI
TPUB
GMRE
ENJ
WSM
TAL
FCX
BPY
GHY
HUN
SMP
TIF
ARDC
TEO
NR
HI
TPZ
USA
TIER
XRS
MSG
ENR
TU
ETH
AMBR
DG
MHO
HCJ
TDY
AT
TMK
JHX
SHW
JCI
SAH
O
EXR
RBS
LYB
PCG
IGR
KEM
VCO
BWXT
CNNX
PSB
EXD
TK
GRX
SOV
EXPR
CBB
NMI
APC
MKC
VHI
CSLT
CR
KODK
FSB
ABR
EMO
GNE
LEG
KMPR
EFT
QEP
RBS
RSO
TANN
MFM
BIOA
TANP
AIG
IMPR
HY
HFC
RAS
SHO
IRET
DYN
MTL
CFG
BANC
ALL
ECC
PCL
NGG
IO
CSU
CLB
TOO
KIO
UNT
PLT
DSX
RNR
AHL
SSE
WRB
CF
BETR
UBP
BCS
BIOA
CLR
SYK
KNX
IRET
CMRE
FIG
OILT
BXC
EV
MFT
KRC
INF
KYN
PIM
MC
VLP
KFI
HNR
BHL
MWO
CPL
TXT
MUA
CLC
XTLY
GWR
PBT
RIG
WLL
PSB
MY
AHL
FCPT
ATV
STAG
IVZ
DRE
ITG
SE
AHP
ENV
BML
FLR
HUSI
MSJ
BOH
CCL
POL
WK
MAA
CLNY
NNN
NGLS
PT
CRS
CBS
DK
PPL
NXJ
MER
GLW
LEE
IRE
ALLE
COR
KEYS
AMID
PX
MSCA
TNC
KWR
AZO
MVO
CCC
CLD
CC
KYN
AMT
MSI
GUT
TGH
SNV
HSFC
UBP
CCE
LXU
CNCO
CDR
AMT
DATA
RF
XEL
USAC
WMLP
LDOS
ITT
ALR
UBS
NYRT
CUBI
PSA
MVCB
OAS
USDP
GME
PSA
FMER
BKE
GLOP
STAR
LCRT
ESD
RIC
TI
DUK
UTX
VG
MSZ
AIV
ZMH
CNK
NCFT
C
AVP
CBPX
AG
FNB
COO
BXE
LDL
NLY
MNR
TCB
JGH
AFSD
WRB
ARR
VNO
QTM
BLD
CRD
TISI
RAS
COTY
SSI
ICE
SCL
POR
MODN
HIG
CPK
HBM
JMPC
NAO
GG
CHSP
TV
PRE
GWW
FMX
BKT
PCI
BRC
CBD
AOI
TAP
KBR
ABB
SQ
VNTV
SHI
UVV
JBN
HNP
BCRH
ATI
RLI
SNOW
MDC
JKS
IEX
JEC
TRW
ETX
EIX
VLY
BSD
DCT
CSV
LTC
AVIV
BBX
TSE
ETP
FRC
MH
APU
GLOG
ORC
PDT
REV
CFN
ETV
MT
GSI
ROL
LPG
NVO
AGM
TPC
MWG
KTF
BFZ
PRU
PSA
CBI
ADC
PKY
EMD
MBI
IRF
HUBS
RH
GRP
ATU
RF
NIM
S
JPZ
ARR
ZTR
UTL
PL
PEB
ABEV
PBR
DVD
FCAU
JCAP
LXFT
GJT
NCV
AKR
ANH
CIG
RPT
KRA
SWN
SAP
SAN
TRCO
MPX
AMT
AGN
GDL
CAPL
NPT
TEG
AGR
TBI
SJT
PBH
FRC
NI
RF
NGL
ETR
PTP
ROK
PH
ADX
EMZ
SAIC
VSTO
HD
ICA
PEO
PCQ
PNTA
NJR
BGT
SCE
OIBR
DW
CRK
GAM
ZBH
CUBI
JPM
PSA
ZNH
SBR
PSTG
PN
TOO
CCV
IM
GXP
NS
TI
EQM
ENB
POWR
RUK
BBT
RTEC
JEQ
PEN
KOS
PRO
SNY
ABR
RFP
NHA
OXY
DFT
MEN
TMK
ESNT
PHG
VNO
SMI
AC
BFK
IP
RS
DCUB
ABM
SLF
WMC
MLR
GSL
RDC
GHC
HTGX
SLB
NVS
GXP
MER
MMT
TWX
OAKS
ALE
SWM
LG
USB
NWY
CEB
EAT
MQY
XIN
CMO
PSB
EXK
AFC
BMS
FAF
LGF
FMC
VMO
KMF
WRI
NEWR
RDS
CIB
AYN
SCE
JPM
MYF
INB
DUKH
KNL
FCF
CMCM
CX
WCN
ACG
VZA
APO
REG
GRR
HCLP
DLNG
GPT
SKX
AAV
NSP
ICE
EXL
EXAR
CIM
NEE
WSO
MAS
RGT
FENG
PAGP
ADT
TPRE
IND
NIE
JMP
VTA
NNA
PZE
VSLR
BGH
WPG
CDI
CEE
JNJ
OPWR
ANW
ALB
SPN
GM
JPEP
FHY
LB
SFN
DKT
TWN
GAB
NMR
HAR
NP
BKH
CBL
AWH
NMK
CLNY
DVN
DRA
ITCB
NVG
ERJ
CRY
ARE
CRT
FPL
VNO
SOR
SAM
SPLP
GD
NNN
BW
BCS
PMX
TPH
EPAM
PNI
AXL
TGS
PMC
BAC
NYLD
MPG
GCP
BPZ
ARP
WNR
UNM
RLJ
CPG
AHT
GMZ
WPG
NGVC
ETG
JMM
GEL
PMT
DYN
DLR
BCC
IBP
SNHN
NNI
SCHW
CUBS
MET
BX
SO
TRR
SALT
NVGS
GCI
EZT
CTS
CHK
JMI
FNFG
GJO
ANH
JBK
PSB
CVI
TCS
HQH
EOC
ANET
PG
NPM
BRK
SFR
HT
CPGX
HLS
POST
PER
TPVZ
LYV
GI
OFC
AKO
TDOC
XYL
EXG
ANTM
CVT
TCCA
USG
SCQ
BIO
CMU
WPX
GS
RM
SYY
KORS
AAT
MQT
AVB
NUO
NL
MDU
AFA
IRET
TVC
ORA
JLL
GJP
TRNO
FBP
DAC
BWA
MCO
GAM
ARP
HBI
CTLT
MTZ
NUW
KEG
CTY
AFL
EMES
VR
TCP
SLCA
MFA
COF
CL
BHI
NNN
MFO
GJH
MCD
MCR
WY
EMQ
CSRA
WFC
NBD
GIL
THR
SLTB
CMRE
SFS
KEX
KTH
LM
N
WFC
GHI
AMC
MMC
CUZ
MRO
FMY
ADS
CVC
TTM
BC
NPF
TYL
L
DHX
XPO
NPO
GXP
FFG
ISP
CII
VLO
NYLD
BGX
FDS
CMC
GKOS
BZH
AAN
MOS
CEN
BBW
SQNS
PLD
QTWO
REG
MG
MCA
BBY
BJZ
TSU
UPS
CIR
EAB
CZZ
AKP
NMFC
INF
MNI
EHI
SHOP
CNC
NRF
FPI
KYE
AED
MSCI
CXW
BANC
AMH
BWS
XEC
CRR
MRH
AMRC
BYM
KYO
MEP
MO
NFJ
JLA
CSI
VPG
CYS
AFST
FUN
PYB
HEI
BH
NRF
MTB
CXO
E
NEE
CRI
RXN
WPG
TMO
EHIC
EC
MHK
GUA
MVT
GNL
TMST
CEL
BHP
AR
PRY
CPT
NPP
MITT
MTDR
AMH
FI
JPI
TAP
PXD
ETY
CGG
SXT
DSXN
AYI
RGS
BABA
ACW
LNC
NRG
TAC
RPT
RNP
EPR
OA
BGY
KTN
MET
DAR
BLL
EARN
BZT
PNC
LUK
AES
KMG
EGN
PZB
APTS
TOL
GHC
AIG
LPI
CAM
DYN
IVC
CBM
USB
MVC
LC
NEP
PFG
GRA
HASI
TMHC
WAIR
KAI
RVT
RFT
BRS
BTE
AER
REX
DPS
SNE
TCPI
MSM
GEQ
KMT
HYB
ZOES
MRK
APA
PSG
EQS
POT
SSL
TEGP
GGP
WNC
PUK
AZN
KTP
ROC
PPX
WNRL
FLT
TUMI
NVRO
MXE
QSR
OMI
RESI
DD
KBH
CYD
WFC
HIFR
QTS
GTN
CI
PNY
RHI
DE
MDLY
EPR
FLS
MFD
UHS
TCO
FICO
GM
CKP
GS
TG
EXC
AON
JPC
DUA
MA
SDT
CACI
RBS
HRG
GRX
NRP
RAX
CCZ
DFS
STI
MGF
EXP
XRM
UE
AIN
MRH
HOG
BKK
SNV
AFI
PAH
ASA
FIX
TWI
ENL
CPS
LQ
BGE
EDF
USNA
HOT
LVLT
WLK
ELB
AXON
CB
AGN
AHL
RSE
PRH
DTQ
MS
COR
SXE
GDOT
GGM
AVA
MUE
MMI
SGZA
UMH
COP
AXS
ICD
CVD
RLGY
XOXO
HP
EVC
MCRN
HK
CMI
TROX
CVO
PKE
ALL
SSP
SWFT
VOC
EQR
UN
MSL
BR
CNQ
CLI
NPK
IIM
MCK
DNB
WAB
EFF
EVDY
CCJ
HUSI
WMS
BKFS
MNR
GWRE
CVA
NSA
WTW
AEL
PDI
NAN
IBA
MUI
NTP
TSI
CGI
DO
PHM
TIME
NPD
CNA
ALP
GCV
FMO
WDAY
OSK
TSLX
ACT
WFC
HRL
BWP
KIM
AWP
MFS
WWW
PDS
PAI
WBK
ABX
TTP
TSL
DOV
NXRT
NDP
MTR
NEU
TFG
ELU
KED
WUBA
ESTE
ARG
BRK
CTV
PYS
MCC
STAR
THG
EOD
CIE
EVA
NOM
CUB
YELP
PPP
CBR
DPLO
WTS
JPG
FRA
IHC
BPL
CVRR
PFO
DNI
HVB
FRC
GLP
NEV
FSIC
VAC
RST
PPG
OSG
WBAI
ADM
LH
DPG
CBG
EGP
SSTK
RMD
GNK
MIC
NU
AIC
UFS
TR
FSD
NUV
ORN
PWR
WFC
OIBR
CRM
AWF
DNOW
PYT
ARCO
NMS
TCC
O
SLRA
HLF
PM
EFM
SKT
HHS
COH
WEX
MUC
BCEI
VGM
EMR
JPM
NTX
AHS
ATHL
AA
CIG
JOF
TWTR
MER
CXP
LL
NEE
ASH
ARO
CCI
EVG
TCI
RRTS
BKU
CCI
GFY
GAB
WD
FTK
RMT
WYN
AMTG
LEN
KWK
RDY
NZF
CAI
ARE
HMY
XON
ALDW
NVTA
EEQ
BBD
MZF
UZA
AB
FPF
SCG
WAGE
HSEB
NRF
NIQ
KAR
LDF
XNY
WR
XKE
AEUA
TSLF
BTO
BNS
GS
LYG
WPC
EVRI
LHO
HXL
STAR
LFC
KT
AWR
NMO
BXLT
ROG
JNPR
EOS
FC
AKO
C
ALG
VSI
BHK
AAP
JRI
BIO
GLOG
WGL
AGM
SSLT
EDN
CVE
NEE
HSBC
FRT
FGL
DLPH
ENH
UIS
RJF
FDP
PEB
TLYS
DXB
MPA
IDG
TRI
PFG
MTW
WBS
ECCZ
BW
COL
SSW
PGR
VJET
PYN
BWG
IR
FLTX
GHL
STON
BPI
OLP
DLR
GFF
NEE
BIP
KMM
BAC
WHX
SNP
SCHW
STNG
AJG
MBLY
LO
GGG
BEN
UL
DOW
GAB
NXN
PAY
DTLA
MMD
MRH
JOY
MHG
RBS
TARO
WCG
ORCL
HMLP
CUBE
SWK
APAM
STE
WPG
MHFI
JTA
LEA
TCB
TX
PWE
KOP
BXS
SPE
ENS
CW
MP
BLK
XRX
TRV
WES
MOG
SEM
MCS
ARCX
PKX
MUJ
HVT
INST
SERV
PHH
CTT
VRX
EBR
CHMT
BIN
FCE
AROC
NRK
WRK
GEO
CHMI
BRX
NNP
SPXX
ALL
SGL
CPE
EFX
TSM
DLB
CATO
KFY
HLI
JTP
TPX
DMO
NX
EEA
NCA
IDE
PBA
PANW
RNF
CTL
MET
LPT
GB
KWN
EBF
ETE
DRH
JPW
ITC
MYC
FDI
DBL
JQC
NCR
NAC
VFC
JGV
UTF
INXN
CPA
SDR
SC
SA
MORE
TDC
BF
AIW
MHI
ARP
BGS
AFGH
ZTS
UBP
STT
PII
ROYT
WFC
CYS
MED
AHL
TEP
BBT
PACD
WPG
KMI
RBS
AGM
BTZ
CUDA
ECOM
ITUB
LF
KF
HZO
UIL
EQC
ALL
DCI
CEA
A
NTL
FAV
MJI
DHR
TREC
HTR
DSX
TWO
MDR
ELA
NQS
ED
TGNA
FPT
QUAD
JPM
PUK
LEO
PB
SJR
NI
CHKR
NGS
IMAX
PSA
IIF
I
IOC
SNHO
AOS
TRGP
GSL
AMFW
JRS
STT
SCNB
DDS
VBF
AEH
HTGY
OGS
LEJU
MFA
PEG
BDN
CCSC
CNX
VCV
DWRE
COF
PNC
LEN
INT
SRLP
BVN
JPM
LAZ
BCR
KATE
OFG
THW
GY
ACH
TTM
RBS
SWNC
AFSI
RSO
NKE
SB
WTM
PSA
LBF
IMN
TER
ZB
CTU
PJH
BML
OHI
BAX
RAI
GCI
RLH
PIY
TOWR
TCB
PHI
CCP
MSB
NJ
AME
EURN
DIS
BOE
MCX
KHI
BIF
HTS
CP
AGX
K
SBGL
BCX
BNED
MUSA
HL
AGU
BTA
GNRT
BANC
FOF
SGY
SJM
BTF
TCRZ
MXL
NCT
BAM
SPB
DBD
SNA
PVH
IGT
HR
XL
CHCT
RSO
BSMX
DV
CORR
PSB
RCS
ETO
JE
AUY
CLH
PSF
WMK
VNO
JWN
MD
PSA
BAC
UGI
FHN
FPO
AFSI
BKN
HSBC
AVAL
SXC
BBT
SXL
HDB
ARN
STT
PKD
NCZ
RBS
VLY
ENBL
MUH
NQM
KEY
DX
MMM
AVY
LUB
USB
CLNY
ANH
SBNB
TSNU
DHI
NAV
JMF
HJV
VCRA
UCP
HTF
PZN
TNK
NMK
DOC
PMM
NLY
CAG
EPC
SSNI
ARN
EXL
WFC
BDN
Q
PNF
RPM
PBFX
BAS
DAL
SPG
DDT
GRX
CABO
CO
OKE
DD
NRF
URI
BSI
WCC
GUT
PEI
SCD
DTT
FGB
NYV
CLF
WMB
CHH
KKD
DRD
ELY
ALP
SOL
ARU
HYI
ALL
FRC
RSG
MNK
DIAX
TEF
DTE
GGB
ALJ
MHO
CAB
IT
IPG
FSCE
JSN
NSAM
RELX
BBT
MCV
CST
LXP
FSM
UNF
HUBB
EVR
TSQ
HMC
FOR
RFI
CALX
RNO
TLK
MTB
WHR
UHT
LLY
LITB
LII
RNR
TGT
WTI
CLX
TKR
YGE
AMX
WBS
TY
GDDY
UZC
FCE
VVC
ITW
KMI
MTOR
VTN
SHLX
NCT
TSO
MMP
RY
INFY
MYI
SRG
TOT
HYT
ROP
EVT
BLT
MPSX
BCO
HAE
HAL
GEF
ISF
TWC
ASG
ASR
MHNB
WFE
ACT
ATE
GGT
AJX
RAS
WAT
HUSI
FTAI
GF
PFK
MTX
UAN
MITT
R
JPS
BT
LUX
BXP
GYC
GS
GIS
PVG
PKG
KRG
JDD
PGTI
HW
AA
CBK
PGEM
LCM
PAG
TRMR
HT
HIE
SMLP
RNG
CHS
GNT
BALT
NMA
AUQ
MTG
MEG
FIS
SYF
HRC
CCM
EMC
PIR
BLD
EOT
DUC
GRP
GTS
ZEP
EPR
NAP
CPAC
MCP
SGU
AES
NEFF
CFR
FT
HCA
UZB
AMH
ATLS
TNP
ALK
SAN
MX
GGP
EOG
VZ
RRC
TCAP
SCE
AOD
SRI
AEM
WLT
HTS
RSO
HLT
WFC
IVR
NQI
DIN
EXAM
HIL
CAE
TEN
VAR
JCP
OXM
MSF
CMO
CIA
WMT
GPC
BCH
ALX
WCIC
ESI
LHO
C
HTA
WWAV
DOOR
GTY
GDL
KNM
QIHU
IGD
PSA
SLG
NOW
CMA
PAA
FGP
TNET
ALSN
ETB
PJT
AGD
HT
HEI
LXP
OOMA
NYCB
XUE
BLOX
ATHM
UNH
RPAI
VKQ
CHL
JLS
IAG
AEP
SBW
EVER
NEWM
BBT
DHG
ESRT
MCN
BERY
RSPP
UTX
CVX
ELLI
JRN
AHT
NW
BAC
ALR
MSGN
ALP
SMM
OGE
DSL
AMOV
ZX
BXP
INF
CKH
DAN
VMW
WDR
BKS
KMPA
BA
STM
EGIF
EROS
RRMS
BMY
PNC
BRT
PFL
ELS
ALLY
CMRE
FEO
HPT
HPS
FRC
RIO
LYG
MPLX
AGM
COF
SNR
MNP
MIN
SRF
FMN
FPO
ABBV
KMI
BBDO
MIY
WAL
MGU
GFA
BRP
AGI
FRC
CSC
ZPIN
CS
GRUB
MYE
SHG
LOR
CSG
BNK
CM
AAC
RBS
MDP
FDEU
RFTA
BAK
PML
AXS
MCI
BPT
TLLP
ARC
NEE
MITT
HIG
BFO
RBS
CORR
GPRK
MNE
TUP
SHO
LFL
G
BRO
LVS
EDD
STI
LHO
RCL
FZ
IHS
ENLC
ALL
TLM
AL
MH
OAKS
PPS
HST
H
INVN
SCS
STV
WEC
KSU
IRR
RIT
MMU
CMA
CBA
PTR
CMN
ASPN
JMPB
PCN
ECCA
GTT
TCB
PRE
MTB
WST
NSS
ARI
INN
AMTG
STJ
GNW
HUM
DFT
MCQ
MGA
ARES
FCN
RPAI
RY
FE
DF
UMH
CXE
HPF
DKS
KEN
CEQP
FAC
WGO
AFB
ARI
EPR
CSL
LAS
NTZ
FEI
PFN
NMZ
DLR
ETN
USB
BKS
RBS
TGNA
GSBD
HQL
HON
MAN
HUSI
SRG
CODI
ALLY
AI
PJC
CHN
GAS
HNI
PPS
STOR
RGR
GEK
LRN
OME
GSH
ASC
PFGC
AEG
TSN
JW
JFC
WAC
BCS
MKC
ING
CTC
LOCK
HIW
GPE
PLNT
BME
VET
ATTO
TTF
AFGE
NMM
TRC
CVG
AHH
AF
HE
GJV
GNRC
ABR
NAV
QEPM
NTC
GNI
VEDL
CHE
DMD
INN
NYCB
OLN
GS
P
SAIC
AVT
LXFR
FII
NHI
JAH
ETW
SCCO
JPM
HSEA
YUM
BOCA
CE
BDX
BAX
BXMT
GTN
PQ
RCI
NVR
FRC
NPI
CHSP
DRI
ATO
MFC
CBL
DGX
TGI
TRK
FCT
SWZ
MAC
MGM
LZB
JHY
EVER
MTD
TEVA
FUL
PAC
APL
RENN
SEP
CTX
CHD
ICB
GEN
VGI
SAN
ACV
SRG
NXC
RBC
HOS
HUSI
WPZ
KODK
DNP
NLSN
BGC
RES
TNH
AEE
NWN
CLS
HLX
ZB
ALLY
ENI
MUR
BMA
ARMK
MFV
BGB
FFC
EQGP
RICE
FBR
NPTN
PHX
DMB
LOW
MTU
FDX
PRGO
GES
BKD
SHAK
GBL
DLR
FIF
RYAM
CCS
HVT
CHU
OUT
CYH
SSW
MWV
CLGX
CIF
KB
AN
HYF
ZB
